rok;ms;dz;godz;fco2_MQ;fco2_HQ;fco2_raw;glwody;T50cm;T2m;Kd;Ku;Ld;Lu;ppp;v;vdir;Tgrunt;vwc;PARd;PARu
2013;7;28;11.5;-12.96;-12.96;-12.96;-17.3;27.0;27.1;808.6;123.2;380.8;481.1;1001.8;0.7;20.6;16.9;0.742;1718.0;71.9
2013;7;28;12.5;-8.65;-8.65;-8.65;-17.2;28.1;28.3;787.5;122.9;384.2;488.3;1001.6;0.7;321.0;17.0;0.74;1669.9;73.1
2013;7;28;13.5;-9.6;-9.6;-9.6;-17.4;28.0;28.1;587.0;98.6;392.3;481.2;1001.5;0.9;257.1;17.2;0.739;1170.5;59.8
2013;7;28;14.5;-7.72;-7.72;-7.72;-17.8;29.2;29.6;663.0;117.6;387.0;489.0;1001.5;0.3;58.6;17.4;0.738;1355.0;73.5
2013;7;28;15.5;-9.32;;-9.32;-17.8;29.7;30.0;507.4;96.4;393.6;484.9;1001.9;0.0;162.5;17.6;0.737;1082.4;62.5
2013;7;28;16.5;-2.09;;-2.09;-17.6;27.6;28.5;201.1;37.0;394.8;466.5;1001.2;0.4;73.6;17.8;0.737;450.9;25.7
2013;7;28;17.5;;;1.93;-17.5;23.9;24.5;68.6;12.2;423.7;452.0;1001.5;0.7;204.2;18.1;0.737;157.3;6.9
2013;7;28;18.5;;;9.79;-17.6;24.4;24.4;76.7;24.5;390.0;445.8;1001.6;0.6;268.2;18.2;0.737;167.5;11.4
2013;7;28;19.5;;;126.66;-17.9;18.6;19.7;2.3;0.3;368.8;417.1;1001.9;0.1;22.3;18.4;0.737;17.5;0.4
2013;7;28;20.5;;;0.01;-18.0;16.3;17.2;0.0;0.7;384.8;408.6;1002.2;0.5;59.3;18.5;0.738;0.0;0.0
2013;7;28;21.5;;;2.84;-17.8;16.5;17.1;0.0;0.8;388.8;408.2;1002.2;0.4;37.7;18.6;0.738;0.0;0.0
2013;7;28;22.5;;;26.86;-18.0;16.9;17.1;0.0;0.6;392.1;409.7;1002.4;0.3;30.7;18.6;0.738;0.0;0.0
2013;7;28;23.5;;;-12.83;-18.1;16.5;16.8;0.1;0.6;396.8;408.2;1002.6;0.6;46.8;18.6;0.739;0.0;0.0
2013;7;29;0.5;;;14.8;-18.0;17.0;17.2;0.0;0.8;393.0;409.6;1002.5;1.0;56.0;18.6;0.739;0.0;0.0
2013;7;29;1.5;;;19.89;-17.8;16.3;16.7;0.0;0.6;380.9;404.2;1002.3;0.9;43.3;18.6;0.739;0.0;0.0
2013;7;29;2.5;;;23.29;-18.2;16.0;16.3;0.0;0.5;389.9;404.0;1002.3;0.5;10.6;18.5;0.739;0.0;0.0
2013;7;29;3.5;;;10.92;-18.2;16.6;16.9;3.3;1.5;399.0;407.3;1002.4;0.6;28.8;18.4;0.739;3.0;0.0
2013;7;29;4.5;;;3.93;-18.0;17.2;17.4;21.5;5.2;404.0;410.6;1002.2;0.6;70.5;18.4;0.738;43.0;1.4
2013;7;29;5.5;-2.79;;-2.79;-18.5;18.6;18.6;69.8;14.2;408.7;418.7;1002.5;0.9;67.5;18.3;0.738;146.0;5.9
2013;7;29;6.5;-0.57;;-0.57;-18.3;20.4;20.4;127.0;24.0;408.2;427.5;1002.4;1.5;96.2;18.3;0.738;261.2;12.1
2013;7;29;7.5;-2.22;;-2.22;-18.5;21.3;21.4;145.2;25.1;398.0;432.5;1002.4;1.6;104.8;18.2;0.738;314.3;14.4
2013;7;29;8.5;-6.56;;-6.56;-18.7;23.8;23.4;398.0;69.7;408.2;450.8;1002.1;2.3;111.3;18.2;0.738;836.3;37.5
2013;7;29;9.5;-11.37;;-11.37;-18.8;25.8;25.4;488.2;83.2;413.6;463.5;1002.1;2.6;108.8;18.1;0.738;1036.2;46.4
2013;7;29;10.5;-9.96;-9.96;-9.96;-19.0;26.3;25.9;464.5;78.8;425.8;467.6;1002.0;2.8;93.4;18.1;0.737;990.4;43.6
2013;7;29;11.5;-11.57;;-11.57;-18.6;27.4;27.2;544.9;90.2;416.4;475.6;1001.5;3.3;108.2;18.1;0.737;1183.4;51.2
2013;7;29;12.5;-8.42;;-8.42;-18.8;28.2;28.0;528.9;90.3;428.0;480.5;1001.1;3.0;106.3;18.2;0.738;1128.8;50.0
2013;7;29;13.5;;;-1.06;-19.0;26.2;26.3;187.8;32.6;430.3;464.8;1000.9;2.7;96.0;18.3;0.738;412.9;18.0
2013;7;29;14.5;-6.37;;-6.37;-18.4;27.4;27.1;543.8;102.0;422.5;476.3;1000.4;3.6;96.3;18.4;0.737;1143.6;55.9
2013;7;29;15.5;-6.61;;-6.61;-19.0;27.9;27.9;364.0;69.3;417.4;475.2;1000.2;3.4;110.8;18.6;0.736;758.1;38.3
2013;7;29;16.5;-2.13;;-2.13;-18.7;26.5;26.7;181.1;34.3;416.5;464.6;999.7;2.8;102.3;18.7;0.735;385.9;18.8
2013;7;29;17.5;1.65;;1.65;-18.9;25.1;25.4;84.9;15.7;417.1;456.1;999.4;2.1;100.0;18.8;0.736;185.8;8.0
2013;7;29;18.5;3.33;3.33;3.33;-18.9;24.7;25.0;63.2;16.3;421.2;452.9;999.1;2.1;96.6;18.9;0.736;119.2;5.7
2013;7;29;19.5;6.05;6.05;6.05;-19.1;23.4;23.9;11.8;3.7;407.6;444.1;998.8;1.8;95.1;19.0;0.735;22.9;0.6
2013;7;29;20.5;7.76;7.76;7.76;-19.1;22.3;22.8;0.0;1.3;391.5;437.5;998.2;2.2;109.2;19.1;0.736;0.0;0.0
2013;7;29;21.5;5.76;;5.76;-18.6;21.9;22.4;0.0;1.1;387.8;433.7;997.7;1.6;116.7;19.2;0.736;0.0;0.0
2013;7;29;22.5;;;5.69;-19.3;20.0;21.4;0.0;1.3;384.1;422.5;997.7;1.1;90.0;19.2;0.734;0.0;0.0
2013;7;29;23.5;8.14;8.14;8.14;-19.0;20.8;21.4;0.0;1.5;384.7;428.0;997.4;2.0;115.1;19.2;0.735;0.0;0.0
2013;7;30;0.5;5.02;5.02;5.02;-19.3;20.9;21.4;0.0;1.1;394.1;428.5;997.5;1.8;119.0;19.2;0.735;0.0;0.0
2013;7;30;1.5;6.25;6.25;6.25;-18.9;20.5;21.0;0.0;1.0;385.9;426.2;996.9;2.1;117.1;19.2;0.736;0.0;0.0
2013;7;30;2.5;6.87;6.87;6.87;-19.1;20.0;20.4;0.0;1.0;380.9;423.0;996.2;2.1;115.9;19.1;0.736;0.0;0.0
2013;7;30;3.5;6.33;6.33;6.33;-19.0;19.7;20.1;0.7;1.5;379.4;421.7;995.6;2.4;114.1;19.1;0.736;3.8;0.0
2013;7;30;4.5;3.63;3.63;3.63;-19.0;19.9;20.2;33.7;11.4;378.8;422.2;995.3;1.9;111.0;19.0;0.736;74.5;3.6
2013;7;30;5.5;-0.9;;-0.9;-19.3;21.3;21.0;105.7;36.0;375.0;428.4;994.7;2.2;101.3;19.0;0.737;267.5;16.5
2013;7;30;6.5;-4.66;-4.66;-4.66;-19.4;23.4;22.9;269.7;64.5;380.0;441.5;994.5;2.7;130.1;18.9;0.738;590.1;36.3
2013;7;30;7.5;-7.9;-7.9;-7.9;-20.0;25.0;24.5;443.9;87.1;389.1;454.5;994.3;3.3;136.0;18.8;0.739;901.5;50.1
2013;7;30;8.5;-10.59;-10.59;-10.59;-20.4;26.8;26.4;571.4;102.1;398.8;469.5;994.4;3.2;172.7;18.8;0.743;1178.3;56.7
2013;7;30;9.5;-10.32;-10.32;-10.32;-20.3;27.7;27.4;675.0;115.4;405.3;479.4;994.4;3.4;170.7;18.8;0.746;1406.9;64.7
2013;7;30;10.5;-8.52;-8.52;-8.52;-20.3;28.6;28.2;663.1;114.3;422.2;487.0;994.8;3.3;195.4;18.8;0.745;1382.5;62.9
2013;7;30;11.5;-10.04;-10.04;-10.04;-20.7;29.4;29.0;769.3;130.6;419.5;496.4;994.6;2.8;209.7;18.8;0.743;1608.0;73.1
2013;7;30;12.5;-10.84;;-10.84;-20.1;29.6;29.2;606.7;105.4;431.3;493.6;994.9;3.3;214.0;18.9;0.742;1295.2;60.2
2013;7;30;13.5;-5.02;;-5.02;-20.4;27.4;27.2;373.9;68.6;445.4;477.2;994.9;4.6;232.4;19.0;0.74;775.4;34.9
2013;7;30;14.5;;;29.08;-19.9;22.4;22.6;35.2;5.8;435.9;445.4;995.2;3.0;243.8;19.4;0.744;78.6;3.3
2013;7;30;15.5;;;-7.3;-19.8;20.4;20.4;54.0;9.4;430.8;434.2;994.9;0.3;91.6;21.1;0.755;115.8;4.8
2013;7;30;16.5;;;8.67;-19.4;21.0;21.2;88.7;15.3;432.5;436.6;996.1;3.9;274.0;21.6;0.755;178.6;8.4
2013;7;30;17.5;-11.04;;-11.04;-19.5;19.7;20.1;41.0;3.8;422.5;428.7;998.0;4.5;285.1;21.8;0.755;87.2;3.7
2013;7;30;18.5;-3.62;;-3.62;-17.1;18.1;18.3;17.5;4.4;413.3;417.9;998.8;4.1;280.8;21.8;0.756;35.0;1.2
2013;7;30;19.5;13.56;;13.56;-15.8;17.1;17.2;1.8;2.0;407.9;411.3;999.9;4.1;291.7;21.8;0.756;2.3;0.0
2013;7;30;20.5;;;19.09;-14.6;16.6;16.9;0.9;2.1;403.1;408.0;1000.3;3.2;279.4;21.7;0.756;0.0;0.0
2013;7;30;21.5;6.35;6.35;6.35;-13.3;16.1;16.4;0.1;1.6;397.2;405.1;1000.0;2.9;279.6;21.6;0.756;0.0;0.0
2013;7;30;22.5;5.9;5.9;5.9;-12.5;16.4;16.6;0.0;0.9;399.5;406.1;1000.0;2.8;285.9;21.5;0.756;0.0;0.0
2013;7;30;23.5;6.7;;6.7;-12.6;16.0;16.2;0.0;0.5;395.6;404.0;1000.5;1.6;270.1;21.4;0.758;0.0;0.0
2013;7;31;0.5;;;3.77;-12.4;15.4;15.7;0.0;0.8;391.3;401.2;1000.8;0.9;265.5;21.3;0.759;0.0;0.0
2013;7;31;1.5;;;1.33;-12.2;15.0;15.2;0.0;0.7;388.4;398.8;1001.3;1.0;251.6;21.2;0.759;0.0;0.0
2013;7;31;2.5;;;-0.19;-12.0;14.5;14.6;0.0;0.8;383.7;396.2;1001.4;1.0;219.0;21.1;0.759;0.0;0.0
2013;7;31;3.5;;;0.91;-12.0;14.1;14.1;0.0;0.9;381.7;394.0;1001.4;0.8;224.3;21.0;0.759;0.9;0.0
2013;7;31;4.5;;;1.44;-12.1;14.2;14.1;17.4;4.1;379.7;394.0;1001.5;0.5;217.6;20.9;0.759;37.8;1.2
2013;7;31;5.5;;;2.88;-12.1;14.7;14.2;79.6;16.8;364.1;394.0;1001.5;0.8;233.7;20.7;0.759;171.2;8.6
2013;7;31;6.5;2.25;;2.25;-11.9;17.1;16.2;297.4;60.8;350.6;409.3;1001.6;1.6;252.1;20.4;0.759;602.6;35.6
2013;7;31;7.5;-12.58;;-12.58;-11.9;19.4;19.0;466.7;82.6;333.4;425.2;1001.5;2.0;298.1;19.0;0.759;947.6;50.5
2013;7;31;8.5;-13.58;-13.58;-13.58;-12.4;20.9;20.5;625.6;101.2;341.3;437.8;1001.5;2.4;284.7;18.9;0.759;1292.2;57.2
2013;7;31;9.5;-13.35;-13.35;-13.35;-12.2;22.0;21.7;734.6;111.1;349.5;449.8;1001.4;1.9;276.6;18.8;0.759;1541.3;64.2
2013;7;31;10.5;-13.29;-13.29;-13.29;-12.4;22.9;22.7;708.0;107.3;359.4;455.5;1001.3;2.3;276.2;18.8;0.759;1497.9;61.7
2013;7;31;11.5;-14.36;-14.36;-14.36;-12.6;23.9;23.5;789.9;128.9;370.3;462.1;1001.0;2.8;269.6;18.8;0.759;1634.9;69.9
2013;7;31;12.5;-12.79;-12.79;-12.79;-11.8;24.1;23.8;658.3;110.8;366.2;460.9;1000.7;2.4;270.5;18.8;0.758;1374.1;62.2
2013;7;31;13.5;-11.7;-11.7;-11.7;-11.9;25.4;24.9;752.0;133.7;364.2;469.7;1000.4;2.4;257.9;19.1;0.758;1545.0;75.7
2013;7;31;14.5;-8.53;-8.53;-8.53;-12.1;25.4;25.0;552.8;103.8;371.8;464.2;1000.0;1.5;247.2;20.3;0.757;1145.6;60.4
2013;7;31;15.5;-5.38;-5.38;-5.38;-12.5;25.5;25.2;400.9;78.2;376.1;459.6;999.7;1.4;237.9;20.8;0.757;847.7;47.9
2013;7;31;16.5;-4.09;;-4.09;-12.3;25.2;25.0;279.8;60.1;371.8;452.8;999.5;1.3;239.0;21.0;0.757;593.4;37.3
2013;7;31;17.5;;;2.84;-12.7;22.6;23.1;82.7;14.0;399.5;441.6;999.3;0.8;233.8;21.1;0.756;185.0;8.3
2013;7;31;18.5;;;0.57;-12.8;20.8;21.1;27.7;7.3;406.0;431.5;999.3;1.0;217.8;21.2;0.756;53.6;2.4
2013;7;31;19.5;5.72;;5.72;-13.3;18.9;19.4;9.4;3.4;372.0;417.4;999.7;1.7;255.1;21.3;0.756;18.3;0.5
2013;7;31;20.5;;;2.48;-13.3;16.1;16.8;0.0;0.6;362.1;402.2;999.8;1.4;230.3;21.4;0.756;0.0;0.0
2013;7;31;21.5;13.03;;13.03;-13.3;16.6;17.1;0.6;1.2;393.4;408.2;1000.2;2.1;263.7;21.5;0.756;0.0;0.0
2013;7;31;22.5;;;29.94;-14.0;17.8;18.0;0.0;1.7;399.3;412.4;1000.9;2.3;279.5;21.4;0.756;0.0;0.0
2013;7;31;23.5;11.03;;11.03;-14.0;16.4;16.6;0.0;1.9;404.1;407.1;1001.4;1.9;275.8;21.4;0.756;0.0;0.0
2013;8;1;0.5;10.49;;10.49;-14.1;15.3;15.7;0.0;2.8;389.5;397.8;1001.9;3.2;297.5;21.3;0.756;0.0;0.0
2013;8;1;1.5;7.12;;7.12;-14.2;13.5;14.0;0.0;2.4;374.4;388.1;1002.3;1.9;285.3;21.3;0.756;0.0;0.0
2013;8;1;2.5;;;-1.72;-14.0;12.0;12.4;0.0;1.5;366.2;379.8;1002.5;1.3;236.5;21.2;0.756;0.0;0.0
2013;8;1;3.5;;;15.12;-14.1;10.3;10.6;0.2;1.5;365.2;372.8;1002.8;1.1;191.0;21.1;0.756;3.9;0.0
2013;8;1;5.5;;;9.92;-14.3;14.2;12.5;168.4;41.8;379.8;387.8;1003.5;1.1;223.5;20.8;0.756;334.1;21.8
2013;8;1;6.5;-6.27;;-6.27;-14.7;16.5;15.8;330.1;70.6;385.1;403.9;1003.7;2.9;279.0;20.7;0.756;665.1;39.7
2013;8;1;7.5;-11.35;-11.35;-11.35;-14.5;17.6;17.1;381.3;72.2;364.2;414.5;1004.0;3.0;295.3;19.3;0.756;767.5;37.9
2013;8;1;8.5;-13.06;-13.06;-13.06;-14.9;19.0;18.4;581.9;102.3;354.6;426.9;1004.3;2.9;292.5;18.8;0.756;1163.3;53.1
2013;8;1;9.5;-13.89;;-13.89;-14.8;19.8;19.4;606.6;100.8;360.5;434.2;1004.3;2.9;292.4;18.6;0.756;1245.4;53.7
2013;8;1;10.5;-13.55;-13.55;-13.55;-14.8;21.0;20.6;661.3;107.3;360.0;442.3;1004.3;3.0;286.0;18.6;0.756;1360.9;57.9
2013;8;1;11.5;-7.74;-7.74;-7.74;-15.0;20.7;20.6;400.2;68.5;364.8;434.8;1004.1;2.7;303.8;18.6;0.756;834.4;36.8
2013;8;1;12.5;-13.12;;-13.12;-14.6;22.3;21.9;677.5;117.0;358.5;448.9;1004.0;3.5;274.1;18.6;0.756;1401.9;63.3
2013;8;1;13.5;-9.99;-9.99;-9.99;-14.6;23.4;22.9;769.5;140.1;358.5;457.1;1003.7;3.5;273.4;18.7;0.756;1560.9;77.0
2013;8;1;14.5;-11.48;-11.48;-11.48;-14.4;23.9;23.4;696.5;135.7;345.5;456.0;1003.6;3.8;274.9;18.8;0.756;1414.1;76.9
2013;8;1;15.5;-8.43;-8.43;-8.43;-14.7;23.5;23.0;473.1;100.7;352.6;447.8;1003.7;3.0;274.3;19.6;0.756;965.4;58.2
2013;8;1;16.5;-4.46;-4.46;-4.46;-14.8;22.8;22.4;297.5;69.8;346.9;438.4;1003.5;2.5;278.6;20.3;0.756;615.0;41.9
2013;8;1;17.5;-1.08;;-1.08;-15.1;21.4;21.2;151.0;40.3;341.6;425.7;1003.5;1.7;269.2;20.7;0.756;323.9;23.7
2013;8;1;18.5;;;0.12;-15.2;19.8;20.2;71.6;25.9;340.4;414.0;1003.6;0.5;296.0;20.9;0.756;153.3;11.5
2013;8;1;19.5;;;-0.12;-15.4;15.0;17.4;4.8;3.1;335.7;393.3;1003.8;0.5;311.0;20.9;0.756;18.3;0.8
2013;8;1;20.5;;;-3.99;-15.9;11.6;13.2;0.0;0.9;326.5;378.5;1003.8;0.5;240.7;20.9;0.756;0.0;0.0
2013;8;1;21.5;;;-14.01;-15.8;9.9;11.3;0.0;1.2;339.8;372.7;1003.9;0.6;221.7;20.9;0.756;0.0;0.0
2013;8;1;22.5;;;-18.52;-15.8;9.2;10.2;0.0;1.1;347.5;368.8;1004.0;0.8;209.0;20.9;0.756;0.0;0.0
2013;8;1;23.5;;;50.69;-16.1;8.8;9.7;0.0;1.5;349.4;366.0;1004.1;0.4;222.7;20.8;0.756;0.0;0.0
2013;8;2;0.5;;;8.36;-16.1;8.9;9.3;0.0;1.0;356.9;365.8;1004.0;0.4;220.7;20.6;0.756;0.0;0.0
2013;8;2;1.5;;;-40.09;-16.1;10.0;10.0;0.0;1.0;359.2;369.7;1003.9;0.8;206.3;19.2;0.756;0.0;0.0
2013;8;2;2.5;;;2.7;-16.1;10.1;10.0;0.0;0.8;362.8;370.2;1003.6;0.8;207.6;18.6;0.755;0.0;0.0
2013;8;2;3.5;;;4.63;-16.2;10.8;10.7;1.9;1.3;367.3;374.0;1003.4;0.7;207.2;18.4;0.755;3.2;0.0
2013;8;2;4.5;;;9.31;-16.4;12.3;12.0;52.2;15.3;375.3;382.1;1003.7;0.4;326.3;18.3;0.755;90.0;4.3
2013;8;2;5.5;;;0.06;-16.8;13.7;13.4;86.1;16.9;376.8;389.1;1003.8;0.6;245.6;18.0;0.755;177.0;7.6
2013;8;2;6.5;;;15.83;-16.8;15.9;15.2;240.3;48.4;361.8;402.6;1003.7;1.5;252.2;17.9;0.755;494.5;24.0
2013;8;2;7.5;-10.92;-10.92;-10.92;-16.8;17.2;16.9;296.5;55.3;356.3;412.3;1003.7;2.4;271.0;17.7;0.755;620.5;28.6
2013;8;2;8.5;-13.4;-13.4;-13.4;-16.8;18.5;18.1;411.8;74.7;363.6;421.3;1003.7;3.0;281.2;17.6;0.755;855.3;39.2
2013;8;2;9.5;-17.51;;-17.51;-16.9;19.8;19.3;622.0;105.9;355.1;432.2;1003.6;3.7;275.8;17.6;0.755;1291.6;57.1
2013;8;2;10.5;-15.13;-15.13;-15.13;-17.3;21.3;20.9;768.5;119.2;339.5;445.2;1003.4;3.8;270.8;17.6;0.755;1596.3;66.7
2013;8;2;11.5;-12.9;-12.9;-12.9;-17.1;22.4;22.0;776.0;125.1;351.2;451.7;1003.2;4.1;292.1;17.6;0.754;1609.8;68.8
2013;8;2;12.5;-12.38;;-12.38;-17.0;23.0;22.7;681.8;117.2;375.2;453.6;1002.9;4.5;299.7;18.1;0.755;1409.8;63.3
2013;8;2;13.5;-10.16;-10.16;-10.16;-16.5;23.2;22.8;657.8;118.2;357.3;452.7;1002.4;5.0;302.0;19.5;0.755;1349.4;66.7
2013;8;2;14.5;-11.89;-11.89;-11.89;-16.9;24.0;23.6;691.7;134.6;361.5;457.0;1002.3;4.7;306.2;19.7;0.755;1400.1;75.7
2013;8;2;15.5;-7.17;;-7.17;-17.0;23.7;23.4;546.7;115.3;356.4;450.4;1002.5;4.7;310.7;19.9;0.754;1117.7;66.7
2013;8;2;16.5;-6.22;-6.22;-6.22;-17.3;23.4;22.8;388.0;92.8;347.3;442.2;1002.6;4.0;311.8;20.0;0.753;791.0;55.5
2013;8;2;17.5;-1.72;;-1.72;-17.6;22.6;21.9;228.8;68.8;343.3;432.0;1002.7;3.6;309.3;20.2;0.753;473.3;39.5
2013;8;2;18.5;1.43;;1.43;-17.4;19.9;19.9;83.9;37.3;337.4;417.5;1003.0;2.8;301.3;20.3;0.753;177.0;17.4
2013;8;2;19.5;4.11;;4.11;-17.6;15.5;16.3;3.7;3.8;328.5;394.7;1003.5;1.3;310.6;20.3;0.752;16.4;0.9
2013;8;2;20.5;;;3.6;-17.9;11.8;13.5;0.0;1.7;322.4;377.6;1003.9;0.9;330.8;20.4;0.75;0.0;0.0
2013;8;2;21.5;;;7.62;-18.0;11.5;12.4;0.0;2.2;320.7;375.0;1004.0;1.4;328.3;20.4;0.749;0.0;0.0
2013;8;2;22.5;;;2.31;-18.2;12.0;12.6;0.0;1.9;320.2;376.9;1004.3;1.4;306.8;20.3;0.749;0.0;0.0
2013;8;2;23.5;;;3.13;-18.3;10.9;11.4;0.0;1.7;320.4;372.2;1004.5;1.2;303.8;20.2;0.749;0.0;0.0
2013;8;3;0.5;;;-7.62;-18.3;9.4;10.8;0.0;1.7;336.4;367.5;1004.5;0.3;333.9;20.1;0.749;0.0;0.0
2013;8;3;1.5;;;37.21;-18.3;8.1;9.7;0.0;1.1;342.5;364.2;1004.4;0.8;216.1;20.0;0.749;0.0;0.0
2013;8;3;2.5;;;-34.93;-18.3;7.8;8.3;0.0;1.2;340.1;358.8;1004.3;0.8;215.7;19.9;0.749;0.0;0.0
2013;8;3;3.5;;;-1.1;-18.4;7.3;7.5;0.0;1.2;341.9;355.8;1004.3;0.6;212.3;19.8;0.749;3.3;0.0
2013;8;3;4.5;;;-8.36;-18.8;7.7;7.4;35.9;9.8;340.7;356.3;1004.7;0.6;200.0;19.6;0.749;81.3;4.5
2013;8;3;5.5;;;6.48;-18.8;12.8;10.3;187.7;44.7;347.5;375.2;1004.9;0.6;214.7;19.5;0.749;363.3;23.3
2013;8;3;6.5;-4.52;;-4.52;-18.8;16.6;15.3;310.7;69.3;317.3;400.3;1004.8;1.7;319.0;19.4;0.749;668.3;42.9
2013;8;3;7.5;-10.78;-10.78;-10.78;-19.2;18.5;17.8;484.1;87.3;321.0;417.4;1005.1;1.7;335.4;19.2;0.749;986.6;54.9
2013;8;3;8.5;-12.51;-12.51;-12.51;-19.3;20.1;19.6;625.2;101.1;329.5;431.4;1005.1;2.2;338.2;19.1;0.749;1285.0;58.0
2013;8;3;9.5;-12.18;-12.18;-12.18;-19.5;21.5;21.0;733.0;110.2;338.8;444.5;1005.3;2.4;326.5;19.0;0.749;1532.8;63.9
2013;8;3;10.5;-12.89;-12.89;-12.89;-19.1;22.7;22.4;793.7;114.8;347.2;455.2;1005.2;2.4;343.0;19.0;0.749;1671.1;67.4
2013;8;3;11.5;-13.21;-13.21;-13.21;-19.7;23.7;23.4;841.3;125.6;352.2;462.2;1005.2;3.0;337.8;19.0;0.749;1776.0;72.4
2013;8;3;12.5;-11.1;-11.1;-11.1;-18.9;24.5;24.1;794.4;126.5;363.7;467.0;1005.1;2.7;337.7;19.1;0.748;1660.4;72.9
2013;8;3;13.5;-10.84;-10.84;-10.84;-18.6;24.9;24.6;685.2;116.6;363.6;465.6;1005.0;2.8;329.0;19.2;0.748;1427.4;68.5
2013;8;3;14.5;-8.52;;-8.52;-19.0;25.2;24.9;580.1;104.8;372.9;463.8;1004.8;2.3;348.3;19.3;0.747;1201.6;62.4
2013;8;3;15.5;-2.96;;-2.96;-19.0;23.6;23.6;259.3;49.1;367.4;446.2;1004.8;1.9;347.9;19.5;0.746;555.8;31.9
2013;8;3;16.5;-0.89;;-0.89;-19.2;22.6;22.8;127.5;24.6;372.4;436.6;1004.9;1.3;359.1;19.7;0.745;282.9;16.1
2013;8;3;18.5;;;-0.71;-19.4;22.8;23.4;73.1;29.4;358.2;426.5;1005.1;1.1;353.9;20.0;0.74;165.6;15.4
2013;8;3;19.5;;;-7.96;-19.3;15.8;18.1;0.0;0.1;347.6;399.2;1005.4;0.6;288.6;20.1;0.74;14.7;0.6
2013;8;3;20.5;;;-2.01;-19.9;12.3;14.2;0.0;0.8;345.6;385.1;1006.0;0.4;306.6;20.2;0.739;0.0;0.0
2013;8;3;21.5;;;26.67;-20.1;11.2;12.3;0.0;0.9;355.5;379.4;1006.4;0.4;219.0;20.2;0.739;0.0;0.0
2013;8;4;1.5;;;13.51;-20.5;8.5;8.9;0.0;1.4;351.2;363.4;1006.9;0.2;334.7;20.0;0.74;0.0;0.0
2013;8;4;5.5;;;105.91;-20.1;14.5;12.4;183.6;43.1;362.3;385.9;1007.7;0.1;240.4;19.5;0.739;359.3;24.0
2013;8;4;6.5;;;4.69;-21.0;18.1;16.4;269.1;63.4;340.0;406.1;1008.0;0.4;175.8;19.3;0.739;644.8;41.7
2013;8;4;7.5;0.94;;0.94;-20.9;21.5;21.0;464.7;85.0;344.3;433.3;1008.0;1.2;185.5;19.2;0.739;963.3;53.9
2013;8;4;8.5;-14.34;;-14.34;-21.1;23.9;23.6;598.8;98.0;363.4;452.7;1008.3;2.3;229.0;19.1;0.739;1243.9;56.8
2013;8;4;9.5;-10.34;-10.34;-10.34;-21.2;24.3;24.1;661.7;102.7;365.1;458.8;1008.4;2.7;246.9;19.0;0.739;1387.3;59.8
2013;8;4;10.5;-11.66;-11.66;-11.66;-21.1;25.6;25.4;780.1;118.3;370.4;471.6;1008.3;2.2;229.1;19.0;0.738;1647.5;69.4
2013;8;4;11.5;-10.18;-10.18;-10.18;-21.2;26.4;26.1;738.9;115.2;385.8;476.8;1008.1;1.7;252.7;19.0;0.736;1566.9;67.9
2013;8;4;12.5;-9.43;-9.43;-9.43;-20.8;27.5;27.2;806.7;133.2;386.0;484.9;1007.8;2.0;230.2;19.1;0.736;1413.1;78.5
2013;8;4;13.5;-8.12;-8.12;-8.12;-20.7;28.3;28.0;704.8;122.5;390.3;486.3;1007.2;1.6;222.7;19.2;0.734;1381.8;73.6
2013;8;4;14.5;-8.98;-8.98;-8.98;-20.9;28.9;28.6;652.5;121.5;395.2;486.9;1006.9;1.3;260.0;19.4;0.735;1356.4;73.6
2013;8;4;15.5;-7.04;-7.04;-7.04;-20.9;28.2;27.9;442.3;88.0;396.8;475.7;1006.8;2.2;312.0;19.6;0.734;928.0;53.9
2013;8;4;16.5;-4.51;-4.51;-4.51;-21.2;27.2;26.8;319.1;72.2;391.2;465.7;1006.9;2.2;312.2;19.8;0.733;668.5;43.0
2013;8;4;17.5;;;-0.82;-20.9;26.0;25.6;159.7;41.0;388.2;454.4;1006.5;1.6;315.2;20.0;0.732;339.2;23.0
2013;8;4;18.5;;;-0.9;-21.2;21.7;22.7;27.4;5.8;381.3;431.4;1006.6;0.9;334.5;20.1;0.732;70.2;3.4
2013;8;4;19.5;;;-4.67;-21.2;17.7;19.7;0.1;0.4;373.6;411.9;1006.8;0.8;310.2;20.3;0.732;6.9;0.0
2013;8;4;20.5;;;-6.3;-21.6;15.9;18.0;0.0;1.4;373.5;404.7;1007.0;0.6;318.5;20.4;0.732;0.0;0.0
2013;8;4;21.5;;;-16.74;-21.2;15.0;16.3;0.0;0.4;374.0;400.1;1007.1;0.2;130.2;20.5;0.732;0.0;0.0
2013;8;4;22.5;;;32.09;-21.3;14.6;15.2;0.0;0.8;366.2;396.0;1007.3;0.5;260.6;20.5;0.732;0.0;0.0
2013;8;4;23.5;;;49.75;-21.9;14.4;15.0;0.0;0.8;381.8;396.5;1007.7;0.2;302.7;20.5;0.732;0.0;0.0
2013;8;5;0.5;;;18.64;-21.6;14.4;14.9;0.0;0.7;380.0;395.8;1007.4;0.9;47.1;20.5;0.732;0.0;0.0
2013;8;5;1.5;;;13.33;-21.2;14.1;14.4;0.0;0.4;383.4;394.0;1007.3;0.6;225.4;20.4;0.733;0.0;0.0
